error,correct form,wrong-word error
joyrides,joy-rides,True
judgement,judgment,True
junks,junkies,True
keeling,killing,True
keep,keeping,True
keep,kept,True
keeps,keep,True
keeps,kept,True
kept,keep,True
key,quay,True
kicked,kicks,True
kill,killed,True
kill,kills,True
killed,kill,True
killers,killer,True
killing,to kill,True
kilometer,kilometre,True
kilometers,kilometres,True
kind,kinds,True
kindle,kindly,True
kindly,kind,True
kn,now,True
knew,know,True
knew,new,True
knifes,knives,True
knight,night,True
knocked-down,knocked down,True
knot,knob,True
know,knew,True
know,known,True
know,knows,True
know,now,True
knowledges,knowledge,True
known,knew,True
known,know,True
knowns,would know,True
knows,knew,True
labelled,labeled,True
labor,labour,True
labour,labourer,True
lady-like,ladylike,True
laid,lay,True
lain,reign,True
lamps,lamp,True
lands,land,True
large,larger,True
last,lasting,True
last,latest,True
last,latter,True
lat,land,True
late,later,True
lately,late,True
latter,later,True
laugh,laughed,True
laugh,laughs,True
laughters,laughter,True
law,legal,True
law's,laws,True
lay,lie,True
laying,lying,True
laze,lazy,True
lead,led,True
lead,led to,True
lean,leant,True
lean,learn,True
learn,learning,True
learn,learns,True
learned,learn,True
lease,least,True
least,last,True
leave,left,True
leave,live,True
leave,lived,True
leave,was left,True
leaved,left,True
leaves,leave,True
leaves,left,True
leaves,lives,True
led,lead,True
led,let,True
left,leave,True
legislations,legislation,True
lend,lent,True
less,least,True
less,loss,True
lesson's,lessons,True
lest,least,True
let,late,True
let,lead,True
let,led,True
let,left,True
let,let's,True
let,letting,True
lets,let's,True
letting,leaving,True
levelled,leveled,True
license,licence,True
lick,like,True
lie,live,True
lied,lay,True
life,live,True
life,lives,True
life,living,True
lift,left,True
light,lit,True
lighted,lighter,True
lighted,lit,True
lighten,lit,True
lightened,lit,True
lighting,lightning,True
like,liked,True
like,likes,True
liked,like,True
likes,like,True
likes,liked,True
likings,liking,True
lire,like,True
listen,listening,True
listened,listen,True
listening,listen,True
listening,to listen,True
listening,to listen to,True
lit,list,True
little,small,True
live,leave,True
live,life,True
live,lives,True
live,living,True
live,love,True
lived,live,True
lived,lives,True
lived,living,True
lives,living,True
living,leaving,True
load,loud,True
local,locality,True
locates,is located in the,True
locating,located,True
lodge,lodged,True
lodgement,lodgment,True
long,longing,True
long,wrong,True
look,lokking,True
look,looked,True
look,looks,True
looked,look,True
looking,looking at,True
looks,lokked,True
looks,looked,True
loose,lose,True
loosed,lost,True
looser,loser,True
looses,loses,True
loosing,losing,True
lose,loose,True
lose,lost,True
losing,loss of,True
loss,lose,True
loss,losing,True
loss,lost,True
lost,lose,True
lost,loss,True
lot,a lot,True
lot's,lots,True
lots,lost,True
loudspeakers,loud-speakers,True
lough,laugh,True
lovable,loved,True
love,loved,True
loved,love,True
loves,love,True
low,law,True
luck,lucky,True
lucks,luck,True
lucky,luck,True
lucky,luckily,True
luggages,luggage,True
lunch,lunches,True
lynched,launched,True
m,nature,True
ma,my,True
machine,machines,True
machine,mechanism,True
machineries,machinery,True
machinery,machine,True
mack,make,True
made,mad,True
made,make,True
maid,made,True
mail,main,True
main,man,True
main-groups,main groups,True
maintain,maintained,True
major,mayor,True
make,amde,True
make,get,True
make,made,True
make,makes,True
make,making,True
make-ups,make-up,True
makes,made,True
man,men,True
man-make,man-made,True
managed,manager,True
manager,manager's,True
manged,managed,True
manger,manager,True
manner,manners,True
manners,manner,True
mannish,manage,True
manors,manners,True
manufacture,manufactured,True
manufacturer,manufacturing,True
manufactures,manufactured,True
manufactures,manufacturers,True
many,main,True
many,money,True
many,much,True
march,match,True
mare,mere,True
mark,brand,True
marked,market,True
market,markets,True
marriage,married,True
marvelous,marvellous,True
masochist,masochistic,True
mass,mess,True
mass-media,mass media,True
mast,must,True
match,much,True
mater,matter,True
materiel,material,True
mattes,mates,True
may,i,True
may,can,True
may,many,True
may,might,True
may,my,True
may-be,maybe,True
maybe,may be,True
maze,maize,True
me,i,True
me,micrometers,True
me,mine,True
me,my,True
me,myself,True
meal,meals,True
mean,means,True
mean,meant,True
means,mean,True
means,meant,True
measure,measures,True
measurements,measures,True
meat,meet,True
mechanic,mechanical,True
mechanic,mechanism,True
medias,media,True
meet,meat,True
meet,meeting,True
meet,met,True
meeting-places,meeting places,True
men,man,True
mend,mended,True
mental-disturb,mentally disturbed,True
meshed,messed,True
met,meet,True
mete,meet,True
meter,metre,True
meters,metres,True
mew,new,True
mid,middle,True
mid-day,midday,True
mid-night,midnight,True
mid-summer,midsummer,True
middle-age,middle-aged,True
middle-age,middle ages,True
might,may,True
millimeter,millimetre,True
mine,mind,True
mine,my,True
miner,mine,True
miner,minor,True
minute,minutes,True
minutes,minute's,True
miss,are missing,True
mistake,fault,True
mite,might,True
mocks,jokes,True
modals,models,True
mode,mood,True
modernised,modernise,True
modes,models,True
monies,money,True
month,months,True
month's,months,True
months,month,True
monument,monuments,True
moon,mood,True
more,most,True
morning,mourning,True
most,more,True
mostly,most,True
mother's,mothers,True
mother-country,mother country,True
mothers,mother's,True
mothers,mothers',True
mountain,the mountains,True
mouths,months,True
move,moved,True
moves,moons,True
moves,move,True
movie,movies,True
mu,mist,True
much,many,True
much,must,True
multicolour,multicoloured,True
murder,murderer,True
murder,murderers,True
murder,murders,True
murders,murderers,True
mus,must,True
museum,museums,True
museum's,museums,True
music,musical,True
musical,music,True
musics,music,True
must,would,True
mustaches,moustache,True
my,i,True
my,by,True
my,many,True
my,me,True
my,mine,True
my-self,myself,True
n,moon,True
nations,nation,True
naught,nought,True
near,nearly,True
nearby,near to,True
need,need,True
need,needed,True
need,needs,True
needed,need,True
needles,needless,True
needs,need,True
needs,needed,True
neighbor,neighbour,True
neighborhood,neighbourhood,True
neighbour,neighbouring,True
neighbour,neighbours,True
neighbour,neighbours',True
neither,either,True
neither,nor,True
never,ever,True
never-the-less,nevertheless,True
new,knew,True
new-year's,new year's,True
newer,never,True
newly,new,True
newspaper,newspapers,True
nice,nicely,True
nicely,nice,True
nickle,nickel,True
night,night's,True
night-clubs,nightclubs,True
night-mare,nightmare,True
nine,nines,True
nineteen,nineteenth,True
nit,knit,True
no,know,True
no,not,True
no,now,True
no-violence,non-violence,True
nob-carries,knobkerries,True
non,none,True
non,not,True
non-affected,unaffected,True
non-employment,unemployment,True
non-sense,nonsense,True
non-smoker,non-smoking,True
none,no,True
noon,no one,True
nor,or,True
normal,normally,True
north,northern,True
north's,north,True
nos,most,True
nose,noise,True
not,didn't,True
not,do not,True
not,no,True
not,note,True
notably,notable,True
note,not,True
nothing,anything,True
notice,noticed,True
noticed,notice,True
notices,notice,True
novelist,novelists,True
now,know,True
now,no,True
now-a-days,nowadays,True
noway,no way,True
numbers,number,True
nursed,nurses,True
nursers,nurses,True
o,accordingly,True
o,importance,True
obi,observe,True
obsolete,obselete,True
obtain,obtained,True
obviously,obvious,True
occur,occurring,True
occurring,occurrence,True
odors,odours,True
of,from,True
of,have,True
of,having,True
of,of course,True
of,off,True
of,on,True
of,or,True
of,our,True
off,of,True
offer,half a,True
offer,offers,True
offered,offer,True
offers,offer,True
officer-in-charge,officer in charge,True
oil-income,oil income,True
old,whole,True
oldest,eldest,True
on,about,True
on,at,True
on,in,True
on,into,True
on,no,True
on,of,True
on,one,True
once,was,True
one,once,True
one,one's,True
one,ones,True
one,some,True
one's,once,True
one's,ones,True
one-eight,one-eighth,True
ones,one,True
ones,one's,True
ons,on,True
onto,into,True
onward,onwards,True
opened,open,True
opening-hours,opening hours,True
opp,open,True
opportunity's,opportunities,True
opposing,opposite,True
or,for,True
or,of,True
or,our,True
orbiting,orbitting,True
orders,order,True
organised,organise,True
organism,organisms,True
other,another,True
other,order,True
other,other's,True
other,others,True
other's,others',True
others,other,True
otter,other,True
our,hours,True
our,or,True
our,ours,True
our,us,True
our,we,True
our-selves,ourselves,True
ours,hours,True
ourself,ourselves,True
ourself,ouselves,True
ourselves,us,True
out,about,True
out,our,True
out-break,outbreak,True
out-going,outgoing,True
out-lets,outlets,True
out-side,outside,True
outcomes,outcome,True
outsides,outside,True
over,of,True
over,other,True
over-aged,over-aged,True
over-cast,overcast,True
over-seas,overseas,True
overall,overalls,True
overboard,abroad,True
own,owned,True
owned,own,True
p,body,True
p,breaking,True
p,but,True
pa,practical,True
pack-tour,package tour,True
paddled,pedalled,True
pail,pale,True
pain,painful,True
pained,paining,True
paint,painting,True
paints,paintings,True
panic,panicky,True
pans,panes,True
paper,pepper,True
paper,purple,True
paper-covered,paperback,True
par,pair,True
paragraphs,paragraph,True
pare,pair,True
parent,parents,True
parent's,parents,True
parents,parent's,True
parents,parents',True
part,party,True
part,patronage,True
parted,party,True
particular,particularly,True
particularly,particular,True
partners,partner's,True
parts,part,True
party,part,True
party,parties,True
party's,parties,True
party-conference,party conference,True
party-members,party members,True
pas,pass,True
pas,passport,True
pass,passed,True
pass,past,True
pass-up,pass up,True
passed,past,True
passel,parcel,True
passengers,passenger,True
passing-passers,passing the parcel,True
past,pass,True
past,passed,True
pasted,passed,True
paster,pastor,True
pasture,pastor,True
patience,patient,True
patiences,patients,True
patient,patients,True
patients,patient's,True
patterns-life,ways of life,True
pay,paid,True
payed,paid,True
paying,to pay,True
payment,payments,True
peace,peaceful,True
peaces,pieces,True
pear,pair,True
peas,peace,True
peck,beg,True
peg,beg,True
pence,penny,True
peninsular,peninsula,True
people,people's,True
people,person,True
people's,people,True
peoples,people,True
peoples,people's,True
percent,per cent,True
perfect,perfectly,True
person,persons,True
personal,personally,True
personal,personnel,True
personality,personalty,True
persons,people,True
persons,person,True
persons,person's,True
pharmaceutic,pharmaceutical,True
phenomena,phenomenon,True
phone,phoned,True
photo's,photos,True
photograph,photography,True
photographers,photographer's,True
pick-pockets,pickpockets,True
picking,to pick,True
pieces,pies,True
piecing,piercing,True
piking,picking,True
pined,pinned,True
place,placed,True
place,places,True
placed,places,True
places,place,True
plain,plane,True
plained,complained about,True
plains,planes,True
plan,plain,True
plane,plain,True
planed,planned,True
planing,planning,True
plants,plans,True
play,played,True
play,player,True
play,was playing,True
pleasant,pleased,True
please,pleased,True
pleasure,pleased,True
pleasure,pleasurable,True
plough,plow,True
ploughing,plowing,True
pluck,pick,True
po,people,True
pocket,packet,True
points,poems,True
poisoner's,poisonous,True
poisoning,poisoned,True
poisoning,poisonous,True
police-stations,police stations,True
policy,police,True
polish,pole,True
polish,police,True
polishes,polishers,True
pollinations,pollution,True
pollutions,pollution,True
polo-bears,polar bears,True
pond,pound,True
popular,popularity,True
posses,possess,True
possibilities,possibility,True
possibly,possible,True
post-cards,postcards,True
postwar,post-war,True
potential,potentially,True
pound,pounds,True
pour,poor,True
pours,poured,True
practicable,practically,True
practice,practise,True
practiced,practised,True
practicing,practising,True
practise,practice,True
practises,practices,True
prat,practices,True
prayed,pray,True
prayed,sprayed,True
prays,praise,True
pre-requisite,prerequisite,True
precise,precisely,True
predicable,predictable,True
preferable,preference,True
premise,premises,True
prepare,prepared,True
prepared,preparing,True
preposition,proposition,True
presented,present,True
presents,present,True
pretty,very,True
prevailed,prevails,True
prevent,prevented,True
prevent,prevents,True
preventative,preventive,True
prevented,prevent,True
prevention,preventative,True
preventions,prevention,True
preventive,preventative,True
prices,prizes,True
prickled,pricked,True
principal,principal's,True
principals,principles,True
principle,principal,True
priority,priorities,True
prise,price,True
prise,prize,True
prisoned,imprisoned,True
prize,price,True
probabilities,probability,True
probable,probably,True
problem,problems,True
problems,problem,True
process,possesses,True
producing,production,True
product,products,True
production-fault,production fault,True
productions,production,True
products,product,True
program,programme,True
program,programmed,True
programmes,programs,True
programs,programmes,True
progress,progresses,True
prolonged,prolong,True
promise,promises,True
promised,promise,True
prop,probability,True
proper,prosper,True
properly,probably,True
prophecy,prophesy,True
prophesy,prophecy,True
proportion,proportions,True
propositions,proposals,True
prospect,prospects,True
protest,protested,True
proud,pride,True
provably,probably,True
prove,prone,True
proved,proving,True
proves,prooves,True
provide,provides,True
provided,provides,True
provides,provide,True
provides,provided,True
pub,pubs,True
pump,bump,True
pumps,prompts,True
punch,puncture,True
punish,be punished,True
punish,punished,True
punish,punishes,True
punish,punishing,True
punish,punishment,True
punished,punish,True
punishment,punishment,True
punishment,punishments,True
punishments,punishment,True
pupil's,pupils',True
purchases,purchase,True
purpose,purple,True
purpose,purposes,True
pursuit,pursuits,True
push,pushed,True
pussycat,pussy-cat,True
put,but,True
put,pushed,True
putting,put,True
puzzle,parcel,True
puzzles,parcels,True
pyjama,pyjamas,True
qualifies,qualified,True
quality,qualities,True
quarreling,quarrelling,True
question,questions,True
quick,quickly,True
quiet,quite,True
quietness,quiet,True
quit,quiet,True
quit,quite,True
quite,quiet,True
quite-impossible,quite impossible,True
quitted,quit,True
raced,raised,True
radio's,radios,True
radio-cassette,radio-cassette's,True
radio-manufacturer,radio manufacturer,True
radios,radio,True
radius,radius,True
rain,rained,True
rain,reign,True
rains,rained,True
raison,reason,True
ran,rang,True
ran,run,True
rang,ring,True
ranged,rang,True
rank,ranked,True
rap,radical,True
raps,rape,True
raw-material,raw material,True
re,rises,True
re-wind,rewind,True
reach,reached,True
reached,reaches,True
reaches,reach,True
reaches,riches,True
real,really,True
real-income,real income,True
realise,realised,True
realised,realise,True
realize,realized,True
realizes,realized,True
really,real,True
reaped,reaps,True
reasonable,reasonably,True
reasons,reason,True
receive,receiver,True
receive,receives,True
receive,receiving,True
received,receives,True
received,will receive,True
recognises,recognise,True
recommend,recommended,True
recon,reckon,True
record,recorded,True
record,recorder,True
recorder,recorders,True
recorders,recorder's,True
red,read,True
red-ribbon,red ribbon,True
reduce,be reduced,True
reduce,reduced,True
reduce,reduction,True
reed,read,True
reeding,reading,True
reel,real,True
reentered,reintroduced,True
reflect,reflects,True
refugee,refugees,True
refused,refuse,True
reg,rejoined,True
rel,reality,True
relation,relationship,True
relative,relatively,True
relatives,relatives',True
relaying,relying,True
release,released,True
released,realised,True
relief,relieved,True
religions,delicious,True
remained,remain,True
remember,remembered,True
remembered,remember,True
remind,reminds,True
rentals,rental,True
reoccur,recur,True
reopens,reopened,True
reorder,recorder,True
repair,repaired,True
repaired,repair,True
repairing,repair,True
replay,reply,True
reply,replied,True
represent,representative,True
represent,representing,True
represent,represents,True
represented,represent,True
requested,request,True
require,required,True
res,reasonable,True
res,reasons,True
reseat,receipt,True
resent,recent,True
residency,residence,True
resident,residence,True
resin,resting,True
respectful,respected,True
respective,respectable,True
respond,responsible,True
rest,rests,True
restaurant,restaurants,True
restrict,restricted,True
result,results,True
resulting,results,True
results,result,True
return,returned,True
return,returning,True
return,returns,True
returned,return,True
reveled,revealed,True
reviewer,review,True
revolutionised,revolutionized,True
rice,rise,True
rich,reach,True
rid,ride,True
ridding,riding,True
riding,reading,True
riffle,rifle,True
ring,rang,True
rings,rang,True
risk,risks,True
rites,rights,True
rive,drive,True
road,rod,True
roared,roars,True
robber,robbery,True
robbery,robbers,True
robe,rob,True
robing,robbing,True
rocking-horse,rocking horse,True
roll,role,True
roller-skate,roller-skating,True
rood,rude,True
rot,rod,True
rubber,robber,True
rube,rub,True
rule,ruled,True
rummer,rumour,True
rumors,rumours,True
run,ran,True
run,running,True
run,runs,True
runaway,ran away,True
rung,rang,True
runs,ran,True
sad,said,True
sadness,saddest,True
safety,safe,True
safety,safety's,True
said,say,True
sail,sell,True
sailor,sailors',True
sale,sell,True
sales,sells,True
sallow,shallow,True
salted,salt,True
same,some,True
same,summer,True
sang,sung,True
sat,sad,True
sat,set,True
sat,sit,True
sat,sitting,True
sat,were sitting,True
sate,sat,True
satisfactory,satisfactorily,True
satisfied,satisfying,True
save,safe,True
save,serve,True
saved,served,True
saver,safer,True
saving,saved,True
saving,savings,True
saw,had seen,True
saw,see,True
saw,seen,True
say,said,True
says,said,True
says,say,True
scares,scarce,True
sceneries,scenery,True
scenes,scene,True
school,schools,True
school's,school,True
school's,schools',True
school-friend,schoolfriend,True
school-garden,school garden,True
schoolchildren,school children,True
schools,school's,True
schools,schools',True
scientist,scientists,True
scolded,scold,True
scolds,scolded,True
sea-side,seaside,True
seam,seem,True
seamed,seemed,True
search,searched,True
seat,sat,True
seat,seats,True
seat,sit,True
seat-belts,seat belt,True
seatbelt,seat belt,True
seatbelts,seat belts,True
seated,sat,True
seating,sitting,True
seats,seat,True
secret,secrets,True
secreted,secrets,True
section,sections,True
secure,security,True
see,saw,True
see,sea,True
see,seeing,True
seeing,seen,True
seem,seemed,True
seem,seems,True
seemed,seems,True
seems,seem,True
seems,seemed,True
seen,saw,True
seen,scene,True
seen,see,True
seen,seeing,True
sees,seas,True
self-defense,self-defence,True
sell,sells,True
sell,sold,True
sell-department,sales department,True
sells,sell,True
send,am sending,True
send,sent,True
sent,am sending,True
sent,send,True
sentence,sentencing,True
series,serious,True
serious,seriously,True
seriously,serious,True
serve,served,True
set,sat,True
set,seat,True
set,sent,True
set,sit,True
set,sitting,True
set-back,setback,True
sets,sits,True
setted,set,True
settle,settled,True
seventeen,seventeenth,True
sever,severe,True
severe,severely,True
sew,sue,True
sexy-buffalo,sexy buffalo,True
shack,shake,True
shacking,shaking,True
shadow,shadowy,True
shake,shakes,True
shake,shook,True
shall,should,True
shamed,ashamed,True
shat,chatted,True
she,her,True
shear,share,True
sheep,cheap,True
shell,shall,True
shined,shone,True
shinning,shining,True
shinny,shiny,True
ship,ship's,True
shit,shut,True
shoos,shoes,True
shop,chop,True
shop,shops,True
shop-keeper,shopkeeper,True
shopkeeper,shopkeeper's,True
shopping-street,shopping street,True
shore,share,True
shore,show,True
shore,sure,True
short,brief,True
short-break,short break,True
should,are,True
should,shall,True
should,would,True
shouted,shout,True
show,should,True
show,showed,True
show,shows,True
showed,shown,True
shown,show,True
shown,showed,True
shown,showing,True
shrilling,thrilling,True
shut,shoot,True
shut,shout,True
shut,shuts,True
sickness,sick,True
sight,sign,True
sight-seeing,sightseeing,True
sight-seeing,sightseeing visits,True
sight-seeings,sights,True
sight-seeings,sightseeing,True
sightseeing-tour,sightseeing tour,True
sign,sigh,True
sign,signed,True
signaled,signalled,True
silence,silent,True
silent,silence,True
silently,silent,True
sill,still,True
similar,simular,True
simple,simply,True
since,for,True
since,from,True
sinfonia,symphony,True
sing,sang,True
sing,sung,True
sings,sang,True
sister's,sister,True
sit,sat,True
sit,seat,True
sit,seats,True
sit,sitting,True
sited,seated,True
sits,sat,True
sits,seats,True
sitting,sat,True
sitting,to sit,True
situating,situation,True
situation,situations,True
situations,situation,True
sixty,six,True
ski,skis,True
ski-going,skiing,True
skirt,shirt,True
sleep,slept,True
sleeping,sleeper,True
sleeping,to sleep,True
slept,sleep,True
slept,swept,True
slow,slowly,True
slower,slowly,True
slowing,slowly,True
smalls,small,True
smart,smartly,True
smelly,smelling,True
smiles,smiled,True
smock,smoke,True
smocked,smoked,True
smoke,smoked,True
smoke,smoking,True
smokes,smoked,True
snickering,sniggering,True
so,saw,True
so,such,True
social-economical,socio-economical,True
softy,safety,True
sold,solved,True
sole,sold,True
solve,solved,True
some,same,True
some,sum,True
some-one,someone,True
some-times,sometimes,True
somebodies,somebody's,True
someday,some day,True
someday,some days,True
someone,one,True
someone's,someone,True
something,anything,True
somethings,something,True
sometime,some time,True
sometime,sometimes,True
sometimes,some time,True
sometimes,some times,True
son,soon,True
song,songs,True
sons,son's,True
sooner,soon,True
sort,short,True
sort,sorts,True
sorted,sort,True
sou,so,True
sought,sort,True
sound,sounded,True
sounds,sound,True
sounds,sounded,True
south,southern,True
sow,saw,True
sowed,sewed,True
soy,sauce,True
speak,peaking,True
speak,speech,True
spear,spare,True
speared,spared,True
spears,spares,True
special,especially,True
special,specialize,True
specially,especially,True
speck,speak,True
spend,spent,True
spending,spend,True
spent,spend,True
spent,spending,True
spent,spent,True
spices,species,True
split,spill,True
split,splits,True
spoiled,spilled,True
spoiled,spoil,True
spoke,speak,True
sport,sporting,True
sport,sports,True
sporting,sport,True
sports,sport,True
sports-arena,sports arena,True
sprang,sprained,True
spreadeagled,spread-eagled,True
spreed,spread,True
sprung,sprang,True
squared,square,True
st,scientific,True
stablish,establish,True
staffs,staff,True
stake,steak,True
stale,stole,True
stalk,steak,True
stamped,stampede,True
stand,stood,True
standards,standard,True
star,stars,True
stared,starred,True
starring,staring,True
start,started,True
start-off,started off,True
started-off,started off,True
starting,started,True
starts,start,True
starts,started,True
stated,started,True
stationary,stationery,True
stationery,stationary,True
stations,station's,True
stats,states,True
statue,stature,True
status,statues,True
stay,stays,True
stay,were staying,True
stayed,stay,True
staying,stay,True
steal,rob,True
steals,steal,True
steel,steal,True
steeling,stealing,True
steels,steals,True
stem,steam,True
step,stepped,True
step-father,stepfather,True
stepped,to step,True
stewardess,stewardesses,True
still,stay,True
stilled,still,True
stinks,stink,True
stole,steal,True
stolen,stealing,True
stool,stole,True
stop,stopped,True
stopped,stop,True
store,stores,True
storey,story,True
story,history,True
story,stories,True
strait,straight,True
strangely,strange,True
stranger,strange,True
straw-berries,strawberries,True
street,streets,True
strenuous,strenous,True
strict,stricter,True
strict,strictly,True
stricter,more strictly,True
stricter,strict,True
strictly,strict,True
strictly,stricter,True
strike,struck,True
stripped-ribbons,striped ribbons,True
stroked,struck,True
struggle,struggles,True
studies,study,True
study,studies,True
study,studying,True
study,was studying,True
stuff,staff,True
stuffs,staff,True
stuffs,stiffs,True
stylist,stylish,True
sub-let,sublet,True
subsidiary,subsidiaries,True
substitution,substitute,True
subtracted,extracted,True
suffer,suffers,True
suffered,suffer,True
suffered,suffering,True
suggested,suggested to,True
suicidal,suicidally,True
suit,suits,True
suit-cases,suitcases,True
suite,suitable,True
suits,suit,True
sulfur,sulphur,True
sum,some,True
summer's,summer,True
summer-holiday,summer holiday,True
summing,summoning,True
sun,son,True
sun,sun's,True
sun-bathe,sunbathe,True
sun-rise,sunrise,True
sun-set,sunset,True
sung,sang,True
suns,sons,True
sunshine-state,sunshine state,True
super,supper,True
super-markets,supermarkets,True
supple,supply,True
supply,supplies,True
support,supports,True
suppose,supposed,True
surly,surely,True
surplus,supplier's,True
surrounding,surroundings,True
survey,survives,True
swallow,shallow,True
swap,swamp,True
swear,swore,True
sweetie,sweet,True
swim,swam,True
switched-off,switched off,True
swooping,swapping,True
symphonic,symphony,True
symptom,symptoms,True
table,tables,True
tables,tablets,True
tack,taken,True
tail,tale,True
take,be taken,True
take,table,True
take,taken,True
take,taking,True
take,talk,True
take,took,True
take-off,take off,True
taken,taking,True
taken,to take,True
taken,took,True
taker,talked,True
takes,take,True
takes,took,True
takes,will take,True
taking,taken,True
taking,talking,True
talk,take,True
talk,talked,True
talk,talking,True
talked,talk,True
tank,thank,True
tanked,thanked,True
tanking,taking,True
tape-recorder,tape-recorders,True
tasks,task,True
taste,tasty,True
taught,thought,True
taxies,taxis,True
teach,teacher,True
teacher,teacher's,True
teacher,teachers,True
teachers,teacher's,True
teachers,teachers',True
tear,torn,True
tee,tea,True
teem,team,True
tel,telephone,True
television's,television,True
tell,tells,True
tell,told,True
temped,tempered,True
temper,temperature,True
temperate,temperature,True
temporally,temporary,True
temporary,temporarily,True
tends,tend,True
tens,ten,True
tension,tense,True
term,termed,True
term,terms,True
terrify,terrifying,True
than,thank,True
than,that,True
than,that an,True
than,then,True
thank,thanked,True
thank,thanks,True
thank-you,thank you,True
thank-your,thank you,True
thanked,thank,True
thanks,thank,True
thanks,thanked,True
that,than,True
that,that's,True
that,the,True
that,then,True
that,there,True
that,these,True
that,this,True
that,those,True
that,who,True
that's,that,True
that's,that it is,True
the,that,True
the,their,True
the,them,True
the,then,True
the,there,True
the,these,True
the,they,True
the,they're,True
the,this,True
the,to,True
the,who,True
theater,theatres,True
thee,tea,True
thees,these,True
theft,thefts,True
thefts,thieves,True
their,his,True
their,the,True
their,there,True
their,they,True
their,they're,True
theirs,their,True
them,it,True
them,the,True
them,those,True
theme,them,True
then,than,True
then,them,True
then,they,True
there,it,True
there,the,True
there,their,True
there,therefore,True
there,they,True
there,they're,True
there's,there are,True
therefor,therefor,True
therefor,therefore,True
therefore,therefor,True
these,the,True
these,there,True
these,there's,True
these,theses,True
these,this,True
these,those,True
they,he,True
they,the,True
they,their,True
they,them,True
they,there,True
they,those,True
thick,think,True
thicket,ticket,True
thigh,tight,True
thing,things,True
thing,think,True
things,thing,True
think,thing,True
think,thought,True
thinks,things,True
thinks,think,True
third-class,third-rate,True
thirsts,thirst,True
thirteen,thirteenth,True
this,that,True
this,the,True
this,these,True
this,things,True
tho,through,True
those,that,True
those,these,True
though,thought,True
though,through,True
thought,taught,True
thought,think,True
thought,though,True
thought,thoughts,True
thought,through,True
thousand,thousands,True
thousands,thousand,True
threat,treat,True
three,three,True
three,tree,True
three-quarter,three-quarters,True
threes,trees,True
threw,through,True
through,threw,True
through,throw,True
through,true,True
throughout,through,True
throw,threw,True
throw,through,True
thrown,threw,True
throws,throwing,True
ticked,ticket,True
tickling,ticking,True
tidy,tidily,True
tie,item,True
tie,the,True
tied,tired,True
tiered,tired,True
tight,light,True
tight,tied,True
til,till,True
till,still,True
till,to,True
tills,tells,True
time,times,True
times,time,True
tin,thin,True
tine,time,True
tings,things,True
tire,tired,True
tire,tyre,True
tired,tarred,True
tired,tiring,True
tired,tried,True
tittle,titles,True
tittles,titles,True
to,do,True
to,into,True
to,that,True
to,the,True
to,too,True
to,two,True
to-morrow,tomorrow,True
to-welcome,of welcoming,True
toasts,toast,True
today,today's,True
toilette,toilet,True
toilettes,toilets,True
toking,talking,True
told,tell,True
tolled,told,True
too,to,True
too,took,True
took,take,True
took,taken,True
torn,tone,True
touched,torch,True
tough,thought,True
tourist,tourists,True
tourist's,tourist,True
tow,to,True
toward,towards,True
town,towns,True
towns-people,townspeople,True
tradition,traditions,True
traffics,traffic,True
train,training,True
train,trains,True
tranquility,tranquillity,True
tranquillity,tranquility,True
transport,transported,True
transportations,transportation,True
travel,travelled,True
travel-agency,travel agency,True
traveled,travelled,True
traveling,travelling,True
travels,travelling,True
tread,treated,True
treas,trees.,True
treatments,treatment,True
tree,three,True
tried,tired,True
tried,try,True
tried,was trying,True
trier,try,True
tries,tried,True
tries,try,True
triplicated,tripled,True
trolling,trawling,True
trouble,troubled,True
troubles,trouble,True
trough,through,True
trunks,trunk,True
try,tried,True
tu,the,True
turn,turned,True
turn,turns,True
turned,turn,True
turned,turning,True
turned-up,turned up,True
twenty-minutes,twenty minutes,True
twenty-years-prison,twenty years in prison,True
twinkled,twinkling,True
twitting,twittering,True
two's,twos,True
type,tape,True
type,types,True
types,type,True
tyre,type,True
ugliest,uglier,True
uncivilised,uncivilized,True
uncle,uncle's,True
uncleaned,unclean,True
unclear,unclean,True
understand,understood,True
understandable,understood,True
understood,understand,True
unemployment,unemployed,True
unequaled,unequalled,True
unequalled,unequaled,True
unfair,unfairly,True
unfunded,unfounded,True
uniform,uniforms,True
unite,unit,True
unlucky,unluckily,True
unmistakeable,unmistakable,True
unpackaged,unpacked,True
unsatisfied,dissatisfied,True
unset,upset,True
untie,auntie,True
unusually,unusual,True
unwillingly,unwilling,True
up-side-down,upside-down,True
urgent,urgently,True
us,as,True
us,ours,True
us,them,True
use,be used,True
use,us,True
use,used,True
use,uses,True
used,use,True
usefulness,usefullness,True
uses,use,True
uses,used,True
using-instruction,instructions for use,True
usu,usable,True
usual,usually,True
usually,usual,True
utilisation,use,True
utilise,utilize,True
uttermost,utmost,True
valid,validity,True
varies,various,True
varies,vary,True
vector,vector,True
vehicles,vehicules,True
vein,vain,True
velvets,velvet,True
vice,voice,True
view,few,True
views,view,True
village,villages,True
villager,village,True
villager's,villagers',True
villagers,villages,True
villages,villagers,True
vine,wine,True
violet,violent,True
vise,vice,True
visit,visited,True
visit,visits,True
visitants,visitors,True
visited,visit,True
visited,visiting,True
visiting,visit,True
visitor,visitors,True
voice,voices,True
vomit,vomitted,True
vomits,vomiting,True
